326,64,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,
327,68,"Climate related disasters frequency, Number of Disasters: Drought",Number of,
328,68,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,
329,68,"Climate related disasters frequency, Number of Disasters: Flood",Number of,
330,68,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,
331,68,"Climate related disasters frequency, Number of Disasters: Storm",Number of,
332,68,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,
333,68,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,
334,70,"Climate related disasters frequency, Number of Disasters: Drought",Number of,
335,70,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,
336,70,"Climate related disasters frequency, Number of Disasters: Flood",Number of,
337,70,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,
338,70,"Climate related disasters frequency, Number of Disasters: Storm",Number of,
