1642,1642,909,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.642395789687,100.731829268326,100.821262759163,100.91069625,101.00012972864,101.089563219477,101.178996698116,101.360402317914,101.47889490301,101.597387500304,101.7158800854,101.834372682694,101.95286526779,102.071357852886,102.18985045018,102.308343035276,102.42683563257,102.545328217666,102.615735687901,102.686143158136,102.756550628372,102.826958098607,102.897365568842,102.918467585803,102.903560318654,102.922445294995,102.941309339748,102.959929426599,,
1643,1643,909,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256798.27,2269333.27,2269337.27,2269334.27,2269333.27,2269324.27,2269320.27,2269317.27,2273005.816,2272952.816,2272833.816,2272882.016,2272856.016,2272827.016,2272761.016,2272756.016,2271250.136,2271343.096,2271472.236,2271462.816,2271477.786,2271616.836,2271691.576,2271629.23,2271668.47,2271596.315,2271599.6579,2271588.0586,2271588.9167,,
1644,1644,909,G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3264004407448,36.3578164347804,36.3900608039633,36.4224174123101,36.454741978026,36.4871951948939,36.5195682097353,36.5519252272733,36.5580384243064,36.6016290370719,36.6462858145015,36.6882481681794,36.7314078464705,36.7746170481106,36.8184267377455,36.8612496063018,36.9284594860669,36.9697165601616,37.0103807423337,37.035945606252,37.0611127341221,37.0842538076699,37.1084425326935,37.1348705087758,37.1418444787412,37.1376442561274,37.1444051360719,37.1514028172925,37.1581087491049,,
1645,1645,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090.0209,3089.2192,3088.4174,3087.6157,3086.814,3086.0122,3085.2105,3084.4087,3083.607,3082.9488,3082.2905,3081.6323,3080.9741,3080.3159,3079.6576,3078.9994,3078.3412,3077.683,3077.0247,3075.4788,3073.9328,3072.3868,3070.8409,3069.2949,3067.7492,3066.2035,3064.6578,3063.1121,3061.5664,,
1646,1646,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23749.296,23743.134,23736.972,23730.81,23724.648,23718.486,23712.324,23706.162,23700,23694.941,23689.882,23684.823,23679.764,23674.705,23669.646,23664.587,23659.528,23654.469,23649.41,23637.528,23625.646,23613.764,23601.882,23590,23578.12,23566.24,23554.36,23542.48,23530.6,,
1647,1647,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.9740551916655,99.948107147107,99.9221623387725,99.8962175304381,99.8702694858795,99.8443246775451,99.8183766329865,99.7924318246521,99.7711309978518,99.7498269348275,99.7285261080273,99.7072252812271,99.6859244544268,99.6646203914025,99.6433195646023,99.6220187378021,99.6007179110018,99.5794138479775,99.5293850601464,99.4793530360911,99.4293210120359,99.3792922242047,99.3292602001494,99.2792378847664,99.2292155693834,99.1791932540003,99.1291709386173,99.0791486232342,,
1648,1648,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.9740539677471,99.9481079354942,99.9221619032413,99.8962158709884,99.8702698387354,99.8443238064825,99.8183777742296,99.7924317419767,99.7711300579184,99.74982837386,99.7285266898017,99.7072250057433,99.685923321685,99.6646216376267,99.6433199535683,99.62201826951,99.6007165854516,99.5794149013933,99.5293839446862,99.4793529879791,99.429322031272,99.3792910745649,99.3292601178578,99.279237582453,99.2292150470481,99.1791925116433,99.1291699762385,99.0791474408336,,
1649,1649,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,25767,,
1650,1650,266,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1694260100128,92.1455117010129,92.121597392013,92.0976830830132,92.0737687740133,92.0498544650134,92.0259401560135,92.0020258470136,91.9781115380137,91.9584778980867,91.9388442581597,91.9192106182326,91.8995769783056,91.8799433383786,91.8603096984515,91.8406760585245,91.8210424185974,91.8014087786704,91.7817751387433,91.7356618931191,91.6895486474949,91.6434354018706,91.5973221562464,91.5512089106221,91.5051034268638,91.4589979431055,91.4128924593472,91.3667869755889,91.3206814918306,,
1651,1651,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1202,9.9763,9.8324,9.6885,9.5446,9.4007,9.2568,9.1129,8.969,8.8251,8.6812,8.5373,8.3934,8.2495,8.1056,7.9617,7.8178,7.6739,7.53,7.3861,7.2423,7.0984,6.9545,6.8106,6.6666,6.5227,6.3789,6.2348,6.091,,
1652,1652,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.194,397.461,391.728,385.995,380.262,374.529,368.796,363.063,357.33,351.597,345.864,340.131,334.398,328.665,322.932,317.199,311.466,305.733,300,294.268,288.536,282.804,277.072,271.34,265.6,259.87,254.14,248.4,242.67,,
1653,1653,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.5780913420683,97.1561826841367,95.734274026205,94.3123653682733,92.8904567103417,91.46854805241,90.0466393944784,88.6247307365467,87.202822078615,85.7809134206834,84.3590047627517,82.9370961048201,81.5151874468884,80.0932787889568,78.6713701310251,77.2494614730934,75.8275528151618,74.4056441572301,72.9837354992984,71.5628149641311,70.1409063061995,68.7189976482678,67.2970889903362,65.8741922096401,64.4522835517085,63.0313630165412,61.6074781130808,60.1865575779135,,
1654,1654,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.578103840831,97.1562076816619,95.7343115224929,94.3124153633239,92.8905192041548,91.4686230449858,90.0467268858167,88.6248307266477,87.2029345674787,85.7810384083096,84.3591422491406,82.9372460899716,81.5153499308025,80.0934537716335,78.6715576124645,77.2496614532954,75.8277652941264,74.4058691349574,72.9842209953521,71.5625728557469,70.1409247161416,68.7192765765364,67.2976284369311,65.8739961408156,64.4528440403379,63.0316919398602,61.6080596437447,60.186907543267,,
1655,1655,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,,
1656,1656,270,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8413043478261,39.2748023715415,38.7083003952569,38.1417984189723,37.5752964426877,37.0087944664032,36.4422924901186,35.875790513834,35.3092885375494,34.7427865612648,34.1762845849802,33.6097826086956,33.0432806324111,32.4767786561265,31.9102766798419,31.3437747035573,30.7772727272727,30.2107707509881,29.6442687747036,29.0778656126482,28.5114624505929,27.9450592885376,27.3786561264822,26.8122529644269,26.2450592885376,25.6788537549407,25.1126482213439,24.5454545454545,23.9792490118577,,
1657,1657,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8544,167.8364,172.8185,177.8006,182.7826,187.7647,192.7467,197.7288,202.7109,203.6699,204.6289,205.5879,206.5469,207.5059,208.4649,209.4239,210.3829,211.3419,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,212.3009,,
1658,1658,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2753.96,2754.79,2755.62,2756.45,2757.28,2758.11,2758.94,2759.77,2760.6,2766.78,2772.96,2779.14,2785.32,2791.5,2797.68,2803.86,2810.04,2816.22,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,,
1659,1659,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,103.059174329954,106.11841006445,109.177645798947,112.2368201289,115.296055863397,118.355230193351,121.414465927847,124.473701662344,125.06257122927,125.651440796196,126.240310363122,126.829179930048,127.418049496974,128.0069190639,128.595788630826,129.184658197752,129.773527764678,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,130.362397331604,,
1660,1660,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.030138418859,100.060276837717,100.090415256576,100.120553675435,100.150692094293,100.180830513152,100.210968932011,100.241107350869,100.465511481648,100.689915612427,100.914319743206,101.138723873985,101.363128004764,101.587532135543,101.811936266322,102.036340397101,102.26074452788,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,102.485148658659,,
1661,1661,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,6949,,
1662,1662,268,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6310260469132,39.6429702115412,39.6549143761692,39.6668585407972,39.6788027054252,39.6907468700532,39.7026910346813,39.7146351993092,39.7265793639373,39.8155130234566,39.904446682976,39.9933803424953,40.0823140020147,40.171247661534,40.2601813210534,40.3491149805728,40.4380486400921,40.5269822996115,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,40.6159159591308,,
1663,1663,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.8522,921.5503,938.2483,954.9464,971.6445,988.3426,1005.0407,1021.7388,1038.4368,1046.1275,1053.8182,1061.5089,1069.1996,1076.8903,1084.581,1092.2717,1099.9624,1107.6531,1115.3438,1125.9992,1136.6545,1147.3098,1157.9651,1168.6205,1179.3543,1189.974,1200.5937,1211.3275,1221.9472,,
1664,1664,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11310.8,11316.2,11321.6,11327,11332.4,11337.8,11343.2,11348.6,11354,11359.5,11365,11370.5,11376,11381.5,11387,11392.5,11398,11403.5,11409,11411,11413,11415,11417,11419,11419,11419,11419,11419,11419,,
1665,1665,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.845395303233,103.690779554937,105.53617485817,107.381570161403,109.226965464636,111.072360767869,112.917756071102,114.763140322806,115.613080235645,116.463020148484,117.312960061323,118.162899974162,119.012839887,119.862779799839,120.712719712678,121.562659625517,122.412599538356,123.262539451194,124.440124033516,125.617697564309,126.795271095103,127.972844625896,129.150429208218,130.33667818899,131.510317375589,132.683956562188,133.87020554296,135.043844729559,,
1666,1666,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.047741981115,100.095483962231,100.143225943346,100.190967924462,100.238709905577,100.286451886692,100.334193867808,100.381935848923,100.4305619408,100.479188032677,100.527814124554,100.57644021643,100.625066308307,100.673692400184,100.722318492061,100.770944583937,100.819570675814,100.868196767691,100.885878982919,100.903561198147,100.921243413375,100.938925628603,100.956607843831,100.956607843831,100.956607843831,100.956607843831,100.956607843831,100.956607843831,,
1667,1667,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34913,34912,34911,34910,34909,34905,34902,34898,34895,34890,34886,34881,34877,34876,34872,34867,34863,34861,34857,34856,34854,34888,34890,34886,34936,34937,34938,34939,34939,,
1668,1668,276,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3971013662533,32.413496791934,32.4298931568846,32.4462904611859,32.4626887049185,32.4818793869073,32.500143258266,32.5193420826408,32.5376128385155,32.5580395528805,32.5775382674999,32.5979759754594,32.6174843019755,32.6341897006537,32.653704978206,32.6741618148966,32.6936867165763,32.7113393190098,32.7308718478354,32.7375487720909,32.7451655477133,32.7189864709929,32.7228432215535,32.7323281545606,32.685482024273,32.6845464693591,32.6836109680005,32.6826755201923,32.6826755201923,,
1669,1669,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.3392,585.6741,583.0091,580.3441,577.6791,575.014,572.349,569.684,567.0189,554.5433,542.0676,529.592,517.1163,504.6406,492.165,479.6893,467.2137,454.738,442.2623,434.2692,426.276,418.2828,410.2896,402.2965,417.9774,433.642,434.5134,435.5452,436.4191,,
1670,1670,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9709.13,9601.565,9494,9386.435,9278.87,9171.305,9063.74,8956.175,8848.61,8758.042,8667.474,8576.906,8486.338,8395.77,8305.202,8214.634,8124.066,8033.498,7942.93,7930.432,7917.934,7905.436,7892.938,7880.44,7922.24,7964.04,7971.26,7978.48,7985.71,,
1671,1671,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.5470130156209,99.0940430282395,98.6410730408581,98.1881030534766,97.7351160690976,97.2821460817161,96.8291760943347,96.3761891099556,94.2557116710904,92.1352172352276,90.0147397963624,87.8942453604995,85.7737509246367,83.6532734857715,81.5327790499086,79.4123016110434,77.2918071751806,75.1713127393177,73.8127257201288,72.4541217039422,71.0955176877556,69.7369136715691,68.3783266523801,71.0436088569315,73.7061205508659,73.8542323883909,74.0296074101471,74.1781441726133,,
1672,1672,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.8921252470613,97.7842504941225,96.6763757411838,95.5685009882451,94.4606262353064,93.3527514823676,92.2448767294289,91.1370019764902,90.2041892527961,89.271376529102,88.3385638054079,87.4057510817138,86.4729383580197,85.5401256343256,84.6073129106315,83.6745001869375,82.7416874632434,81.8088747395493,81.6801505387197,81.5514263378902,81.4227021370607,81.2939779362312,81.1652537354016,81.5957763465934,82.0262989577851,82.1006619542637,82.1750249507422,82.2494909430608,,
1673,1673,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22754,22753.3,,
1674,1674,288,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.669992089303,42.1972620198646,41.7245319504263,41.251801880988,40.7790718115496,40.3063417421113,39.8336116726729,39.3608816032346,38.8881515337963,38.490120418388,38.0920893029797,37.6940581875714,37.2960270721631,36.8979959567549,36.4999648413466,36.1019337259383,35.70390261053,35.3058714951217,34.9078403797135,34.8529137734025,34.7979871670915,34.7430605607805,34.6881339544695,34.6332073481586,34.8169113122967,35.0006152764349,35.0323459611497,35.0640766458645,35.096930994625,,
1675,1675,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3288,72.9678,73.6068,74.2459,74.8849,75.5239,76.1629,76.8019,77.4409,78.1208,78.8007,79.4806,80.1605,80.8404,81.5203,82.2002,82.8801,83.56,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,84.2399,,
1676,1676,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358.8867,3389.0546,3419.2224,3449.3903,3479.5582,3509.726,3539.8939,3570.0617,3600.2296,3630.3869,3660.5443,3690.7016,3720.859,3751.0163,3781.1736,3811.331,3841.4883,3871.6457,3901.803,3901.803,3901.803,3901.803,3901.803,3901.803,3901.8,3901.8,3901.8,3901.8,3901.8,,
1677,1677,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.883465507516,101.766931015031,102.65053478006,103.534000287576,104.417465795091,105.300931302607,106.184396810123,107.067862317638,108.007875147936,108.947887978233,109.88790080853,110.827913638827,111.767926469124,112.707939299422,113.647952129719,114.587964960016,115.527977790313,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,116.46799062061,,
1678,1678,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.898151759629,101.796300542081,102.694452301711,103.59260406134,104.490752843792,105.388904603421,106.287053385873,107.185205145503,108.083041324377,108.980880480428,109.878716659303,110.776555815354,111.674391994228,112.572228173103,113.470067329154,114.367903508028,115.26574266408,116.163578842954,116.163578842954,116.163578842954,116.163578842954,116.163578842954,116.163578842954,116.163489527646,116.163489527646,116.163489527646,116.163489527646,116.163489527646,,
1679,1679,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,12890,,
1680,1680,300,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.058081458495,26.29212257564,26.5261629169899,26.760204034135,26.9942451512801,27.2282854926299,27.462326609775,27.6963669511249,27.93040806827,28.1643669511249,28.398326609775,28.6322854926299,28.8662451512801,29.100204034135,29.3341629169899,29.56812257564,29.802081458495,30.0360411171451,30.27,30.27,30.27,30.27,30.27,30.27,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,30.2699767261443,,
1681,1681,304,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,,
1682,1682,304,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
1683,1683,304,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34170,34170,34170,34170,34170,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,41045,,
1684,1684,304,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006438396254024,0.0006438396254024,0.0006438396254024,0.0006438396254024,0.0006438396254024,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,0.000535997076379583,,
1685,1685,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,1.154,,
1686,1686,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,,
1687,1687,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
1688,1688,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
1689,1689,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
1690,1690,308,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,52.0588235294118,,
1691,1691,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8496,14.8314,14.8132,14.795,14.7769,14.7587,14.7405,14.7223,14.7041,14.6896,14.6751,14.6605,14.646,14.6314,14.6169,14.6023,14.5878,14.5733,14.5587,14.4802,14.5072,14.5343,14.5614,14.5884,14.5763,14.5641,14.5521,14.54,14.5278,,
1692,1692,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4,74.31,74.22,74.13,74.04,73.95,73.86,73.77,73.68,73.608,73.536,73.464,73.392,73.32,73.248,73.176,73.104,73.032,72.96,71.684,71.818,71.952,72.086,72.22,72.16,72.0996,72.04,71.98,71.92,,
1693,1693,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.8774377761017,99.7548755522034,99.6323133283051,99.5104245232195,99.3878622993212,99.2653000754229,99.1427378515246,99.0201756276263,98.9225298997953,98.8248841719642,98.7265650253205,98.6289192974895,98.5306001508458,98.4329544230147,98.3346352763711,98.23698954854,98.139343820709,98.0410246740653,97.5123909061523,97.6942139855619,97.8767104837841,98.0592069820063,98.2410300614158,98.1595463850878,98.0773892899472,97.9965790324318,97.9150953561038,97.8329382609633,,
1694,1694,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.8790322580645,99.758064516129,99.6370967741935,99.5161290322581,99.3951612903226,99.2741935483871,99.1532258064516,99.0322580645161,98.9354838709677,98.8387096774193,98.741935483871,98.6451612903226,98.5483870967742,98.4516129032258,98.3548387096774,98.258064516129,98.1612903225806,98.0645161290322,96.3494623655914,96.5295698924731,96.7096774193548,96.8897849462365,97.0698924731183,96.9892473118279,96.908064516129,96.8279569892473,96.747311827957,96.6666666666667,,
1695,1695,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,162,162,162,162,162,162,162,162,162,162,,
1696,1696,312,GLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0236686390533,43.9704142011834,43.9171597633136,43.8639053254438,43.810650887574,43.7573964497041,43.7041420118343,43.6508875739645,43.5976331360947,43.5550295857988,43.512426035503,43.4698224852071,43.4272189349112,43.3846153846154,43.3420118343195,43.2994082840237,43.2568047337278,43.2142011834319,43.1715976331361,44.2493827160494,44.3320987654321,44.4148148148148,44.4975308641975,44.5802469135802,44.5432098765432,44.5059259259259,44.4691358024691,44.4320987654321,44.3950617283951,,
1697,1697,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.016,2.016,2.016,2.016,2.016,,
1698,1698,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24.2,24.4,24.6,24.8,25,28,28,28,28,28,,
1699,1699,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112,112,112,112,112,,
1700,1700,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.833333333333,101.666666666667,102.5,103.333333333333,104.166666666667,116.666666666667,116.666666666667,116.666666666667,116.666666666667,116.666666666667,,
1701,1701,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,,
1702,1702,316,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.8148148148148,45.1851851851852,45.5555555555556,45.9259259259259,46.2962962962963,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,51.8518518518518,,
1703,1703,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.7836,354.386,349.9885,345.591,341.1934,336.7959,332.3984,328.0008,323.6033,319.8623,316.1213,312.3804,308.6394,304.8984,301.1574,297.4164,293.6754,289.9345,286.1935,284.0901,281.9866,279.8832,277.7797,275.6763,274.7845,273.8927,273.0009,272.1091,271.2173,,
1704,1704,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666.8,4609.6,4552.4,4495.2,4438,4380.8,4323.6,4266.4,4209.2,4160.54,4111.88,4063.22,4014.56,3965.9,3917.24,3868.58,3819.92,3771.26,3722.6,3695.24,3667.88,3640.52,3613.16,3585.8,3574.2,3562.6,3551,3539.4,3527.8,,
1705,1705,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.7743029503021,97.5486337725582,96.3229645948143,95.0972675451163,93.8715983673724,92.6459291896285,91.4202321399306,90.1945629621867,89.1518731625414,88.1091833628962,87.066521435205,86.0238316355597,84.9811418359145,83.9384520362692,82.895762236624,81.8530724369787,80.8104105092875,79.7677207096422,79.1814620289222,78.5951754762481,78.008916795528,77.4226302428539,76.8363715621338,76.5878094762414,76.339247390349,76.0906853044565,75.8421232185641,75.5935611326716,,
1706,1706,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.7743207336933,97.5486414673866,96.32296220108,95.0972829347733,93.8716036684666,92.6459244021599,91.4202451358533,90.1945658695466,89.1518813748178,88.1091968800891,87.0665123853604,86.0238278906317,84.981143395903,83.9384589011742,82.8957744064455,81.8530899117168,80.8104054169881,79.7677209222594,79.1814519585155,78.5951829947716,78.0089140310277,77.4226450672838,76.8363761035399,76.5878117768064,76.3392474500728,76.0906831233393,75.8421187966058,75.5935544698723,,
1707,1707,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,,
1708,1708,320,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5498320268757,43.0160507652109,42.4822695035461,41.9484882418813,41.4147069802165,40.8809257185517,40.3471444568869,39.8133631952221,39.2795819335573,38.8254945875327,38.371407241508,37.9173198954834,37.4632325494588,37.0091452034341,36.5550578574095,36.1009705113848,35.6468831653602,35.1927958193356,34.7387084733109,34.4833893243748,34.2280701754386,33.9727510265024,33.7174318775663,33.4621127286301,33.3538633818589,33.2456140350877,33.1373646883165,33.0291153415453,32.9208659947742,,
1709,1709,254,GUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.6552,1725.6859,1724.7166,1723.7473,1722.778,1721.8087,1720.8394,1719.8701,1718.9009,1717.9873,1717.0738,1716.1602,1715.2467,1714.3331,1713.4196,1712.506,1711.5925,1710.6789,1709.7654,1709.0633,1708.3612,1707.6591,1706.9571,1706.255,1705.5253,1704.7955,1704.0658,1703.3361,1702.6063,,
1710,1710,254,GUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8115.888,8111.332,8106.776,8102.22,8097.664,8093.108,8088.552,8083.996,8079.44,8075.146,8070.852,8066.558,8062.264,8057.97,8053.676,8049.382,8045.088,8040.794,8036.5,8033.2,8029.9,8026.6,8023.3,8020,8016.57,8013.14,8009.71,8006.28,8002.85,,
